level,vaccination_date,vaccinated,geography,lower_age_limit,region
local,2021-09-24,1525,J06000104,,North East
local,2021-09-25,1572,J06000104,,North East
local,2021-09-26,1065,J06000104,,North East
local,2021-09-27,2948,J06000104,,North East
local,2021-09-28,3473,J06000104,,North East
local,2021-09-29,3069,J06000104,,North East
local,2021-09-30,3724,J06000104,,North East
local,2021-10-01,3331,J06000104,,North East
local,2021-10-02,4298,J06000104,,North East
local,2021-10-03,2138,J06000104,,North East
local,2021-10-04,2936,J06000104,,North East
local,2021-10-05,4144,J06000104,,North East
local,2021-10-06,4589,J06000104,,North East
local,2021-10-07,4708,J06000104,,North East
local,2021-10-08,4453,J06000104,,North East
local,2021-10-09,3674,J06000104,,North East
local,2021-10-10,2461,J06000104,,North East
local,2021-10-11,2497,J06000104,,North East
local,2021-10-12,3559,J06000104,,North East
local,2021-10-13,3369,J06000104,,North East
local,2021-10-14,4439,J06000104,,North East
local,2021-10-15,2924,J06000104,,North East
local,2021-10-16,3306,J06000104,,North East
local,2021-10-17,2466,J06000104,,North East
local,2021-10-18,2439,J06000104,,North East
local,2021-10-19,3101,J06000104,,North East
local,2021-10-20,4235,J06000104,,North East
local,2021-10-21,3953,J06000104,,North East
local,2021-10-22,3754,J06000104,,North East
local,2021-10-23,4024,J06000104,,North East
local,2021-10-24,2769,J06000104,,North East
local,2021-10-25,2674,J06000104,,North East
local,2021-10-26,3225,J06000104,,North East
local,2021-10-27,2910,J06000104,,North East
local,2021-10-28,4572,J06000104,,North East
local,2021-10-29,3065,J06000104,,North East
local,2021-10-30,3960,J06000104,,North East
local,2021-10-31,2955,J06000104,,North East
local,2021-11-01,1731,J06000104,,North East
local,2021-11-02,3011,J06000104,,North East
local,2021-11-03,4092,J06000104,,North East
local,2021-11-04,3790,J06000104,,North East
local,2021-11-05,3226,J06000104,,North East
local,2021-11-06,4129,J06000104,,North East
local,2021-11-07,2591,J06000104,,North East
local,2021-11-08,2554,J06000104,,North East
local,2021-11-09,4086,J06000104,,North East
local,2021-11-10,4603,J06000104,,North East
local,2021-11-11,4177,J06000104,,North East
local,2021-11-12,3750,J06000104,,North East
local,2021-11-13,4278,J06000104,,North East
local,2021-11-14,3324,J06000104,,North East
local,2021-11-15,2498,J06000104,,North East
local,2021-11-16,4330,J06000104,,North East
local,2021-11-17,5527,J06000104,,North East
local,2021-11-18,4032,J06000104,,North East
local,2021-11-19,2677,J06000104,,North East
local,2021-11-20,3534,J06000104,,North East
local,2021-11-21,2974,J06000104,,North East
local,2021-11-22,2385,J06000104,,North East
local,2021-11-23,3029,J06000104,,North East
local,2021-11-24,4527,J06000104,,North East
local,2021-11-25,4089,J06000104,,North East
local,2021-11-26,2897,J06000104,,North East
local,2021-11-27,4549,J06000104,,North East
local,2021-11-28,3478,J06000104,,North East
local,2021-11-29,2047,J06000104,,North East
local,2021-11-30,3909,J06000104,,North East
local,2021-12-01,4779,J06000104,,North East
local,2021-12-02,5565,J06000104,,North East
local,2021-12-03,5062,J06000104,,North East
local,2021-12-04,4640,J06000104,,North East
local,2021-12-05,3863,J06000104,,North East
local,2021-12-06,2657,J06000104,,North East
local,2021-12-07,3497,J06000104,,North East
local,2021-12-08,4863,J06000104,,North East
local,2021-12-09,5315,J06000104,,North East
local,2021-12-10,4559,J06000104,,North East
local,2021-12-11,5194,J06000104,,North East
local,2021-12-12,4666,J06000104,,North East
local,2021-12-13,4255,J06000104,,North East
local,2021-12-14,6178,J06000104,,North East
local,2021-12-15,6928,J06000104,,North East
local,2021-12-16,8734,J06000104,,North East
local,2021-12-17,6686,J06000104,,North East
local,2021-12-18,8075,J06000104,,North East
local,2021-12-19,8902,J06000104,,North East
local,2021-12-20,9373,J06000104,,North East
local,2021-12-21,9328,J06000104,,North East
local,2021-12-22,9338,J06000104,,North East
local,2021-12-23,7195,J06000104,,North East
local,2021-12-24,2181,J06000104,,North East
local,2021-12-25,1,J06000104,,North East
local,2021-12-26,53,J06000104,,North East
local,2021-12-27,3657,J06000104,,North East
local,2021-12-28,5987,J06000104,,North East
local,2021-12-29,5290,J06000104,,North East
local,2021-12-30,4840,J06000104,,North East
local,2021-12-31,1453,J06000104,,North East
local,2022-01-01,19,J06000104,,North East
local,2022-01-02,4112,J06000104,,North East
local,2022-01-03,3260,J06000104,,North East
local,2022-01-04,2510,J06000104,,North East
local,2022-01-05,3329,J06000104,,North East
local,2022-01-06,2585,J06000104,,North East
local,2022-01-07,2423,J06000104,,North East
local,2022-01-08,3076,J06000104,,North East
local,2022-01-09,2166,J06000104,,North East
local,2022-01-10,1166,J06000104,,North East
local,2022-01-11,1051,J06000104,,North East
local,2022-01-12,1271,J06000104,,North East
local,2022-01-13,1607,J06000104,,North East
local,2022-01-14,1311,J06000104,,North East
local,2022-01-15,1196,J06000104,,North East
local,2022-01-16,1456,J06000104,,North East
local,2022-01-17,687,J06000104,,North East
local,2022-01-18,874,J06000104,,North East
local,2022-01-19,958,J06000104,,North East
local,2022-01-20,1083,J06000104,,North East
local,2022-01-21,851,J06000104,,North East
local,2022-01-22,1344,J06000104,,North East
local,2022-01-23,1133,J06000104,,North East
local,2022-01-24,477,J06000104,,North East
local,2022-01-25,557,J06000104,,North East
local,2022-01-26,1004,J06000104,,North East
local,2022-01-27,739,J06000104,,North East
local,2022-01-28,765,J06000104,,North East
local,2022-01-29,974,J06000104,,North East
local,2022-01-30,965,J06000104,,North East
local,2022-01-31,566,J06000104,,North East
local,2022-02-01,667,J06000104,,North East
local,2022-02-02,717,J06000104,,North East
local,2022-02-03,657,J06000104,,North East
local,2022-02-04,749,J06000104,,North East
local,2022-02-05,829,J06000104,,North East
local,2022-02-06,841,J06000104,,North East
local,2022-02-07,461,J06000104,,North East
local,2022-02-08,443,J06000104,,North East
local,2022-02-09,655,J06000104,,North East
local,2022-02-10,729,J06000104,,North East
local,2022-02-11,693,J06000104,,North East
local,2022-02-12,707,J06000104,,North East
local,2022-02-13,564,J06000104,,North East
local,2022-02-14,253,J06000104,,North East
local,2022-02-15,507,J06000104,,North East
local,2022-02-16,738,J06000104,,North East
local,2022-02-17,577,J06000104,,North East
local,2022-02-18,634,J06000104,,North East
local,2022-02-19,437,J06000104,,North East
local,2022-02-20,404,J06000104,,North East
local,2022-02-21,216,J06000104,,North East
local,2022-02-22,348,J06000104,,North East
local,2022-02-23,567,J06000104,,North East
local,2022-02-24,427,J06000104,,North East
local,2022-02-25,417,J06000104,,North East
local,2022-02-26,445,J06000104,,North East
local,2022-02-27,451,J06000104,,North East
local,2022-02-28,277,J06000104,,North East
local,2022-03-01,424,J06000104,,North East
local,2022-03-02,424,J06000104,,North East
local,2022-03-03,428,J06000104,,North East
local,2022-03-04,342,J06000104,,North East
local,2022-03-05,558,J06000104,,North East
local,2022-03-06,312,J06000104,,North East
local,2022-03-07,190,J06000104,,North East
local,2020-12-08,43,J06000105,,North East
local,2020-12-09,64,J06000105,,North East
local,2020-12-10,45,J06000105,,North East
local,2020-12-11,47,J06000105,,North East
local,2020-12-12,11,J06000105,,North East
local,2020-12-13,14,J06000105,,North East
local,2020-12-14,77,J06000105,,North East
local,2020-12-15,634,J06000105,,North East
local,2020-12-16,998,J06000105,,North East
local,2020-12-17,977,J06000105,,North East
local,2020-12-18,1284,J06000105,,North East
local,2020-12-19,2168,J06000105,,North East
local,2020-12-20,2224,J06000105,,North East
local,2020-12-21,845,J06000105,,North East
local,2020-12-22,206,J06000105,,North East
local,2020-12-23,267,J06000105,,North East
local,2020-12-24,79,J06000105,,North East
local,2020-12-25,0,J06000105,,North East
local,2020-12-26,37,J06000105,,North East
local,2020-12-27,30,J06000105,,North East
local,2020-12-28,34,J06000105,,North East
local,2020-12-29,505,J06000105,,North East
local,2020-12-30,2058,J06000105,,North East
local,2020-12-31,1916,J06000105,,North East
local,2021-01-01,175,J06000105,,North East
local,2021-01-02,484,J06000105,,North East
local,2021-01-03,114,J06000105,,North East
local,2021-01-04,328,J06000105,,North East
local,2021-01-05,2142,J06000105,,North East
local,2021-01-06,3203,J06000105,,North East
local,2021-01-07,4407,J06000105,,North East
local,2021-01-08,5065,J06000105,,North East
local,2021-01-09,6870,J06000105,,North East
local,2021-01-10,5714,J06000105,,North East
local,2021-01-11,2394,J06000105,,North East
local,2021-01-12,2101,J06000105,,North East
local,2021-01-13,3806,J06000105,,North East
local,2021-01-14,3739,J06000105,,North East
local,2021-01-15,2752,J06000105,,North East
local,2021-01-16,1901,J06000105,,North East
local,2021-01-17,1128,J06000105,,North East
local,2021-01-18,1129,J06000105,,North East
local,2021-01-19,1786,J06000105,,North East
local,2021-01-20,2691,J06000105,,North East
local,2021-01-21,3764,J06000105,,North East
local,2021-01-22,5198,J06000105,,North East
local,2021-01-23,5443,J06000105,,North East
local,2021-01-24,1732,J06000105,,North East
local,2021-01-25,2015,J06000105,,North East
local,2021-01-26,2209,J06000105,,North East
local,2021-01-27,1357,J06000105,,North East
local,2021-01-28,3895,J06000105,,North East
local,2021-01-29,7208,J06000105,,North East
local,2021-01-30,5499,J06000105,,North East
local,2021-01-31,3126,J06000105,,North East
local,2021-02-01,2836,J06000105,,North East
local,2021-02-02,2382,J06000105,,North East
local,2021-02-03,3281,J06000105,,North East
local,2021-02-04,6086,J06000105,,North East
local,2021-02-05,4382,J06000105,,North East
local,2021-02-06,5868,J06000105,,North East
local,2021-02-07,4333,J06000105,,North East
local,2021-02-08,2243,J06000105,,North East
local,2021-02-09,2723,J06000105,,North East
local,2021-02-10,4888,J06000105,,North East
local,2021-02-11,4472,J06000105,,North East
local,2021-02-12,6005,J06000105,,North East
local,2021-02-13,5271,J06000105,,North East
local,2021-02-14,2408,J06000105,,North East
local,2021-02-15,2256,J06000105,,North East
local,2021-02-16,4625,J06000105,,North East
local,2021-02-17,7752,J06000105,,North East
local,2021-02-18,7153,J06000105,,North East
local,2021-02-19,4520,J06000105,,North East
local,2021-02-20,4081,J06000105,,North East
local,2021-02-21,2352,J06000105,,North East
local,2021-02-22,1437,J06000105,,North East
local,2021-02-23,5185,J06000105,,North East
local,2021-02-24,3896,J06000105,,North East
local,2021-02-25,4569,J06000105,,North East
local,2021-02-26,6465,J06000105,,North East
local,2021-02-27,6318,J06000105,,North East
local,2021-02-28,2725,J06000105,,North East
local,2021-03-01,1395,J06000105,,North East
local,2021-03-02,1158,J06000105,,North East
local,2021-03-03,2557,J06000105,,North East
local,2021-03-04,4868,J06000105,,North East
local,2021-03-05,5726,J06000105,,North East
local,2021-03-06,3316,J06000105,,North East
local,2021-03-07,1784,J06000105,,North East
local,2021-03-08,2301,J06000105,,North East
local,2021-03-09,1975,J06000105,,North East
local,2021-03-10,3312,J06000105,,North East
local,2021-03-11,3000,J06000105,,North East
local,2021-03-12,3307,J06000105,,North East
local,2021-03-13,5150,J06000105,,North East
local,2021-03-14,4750,J06000105,,North East
local,2021-03-15,7004,J06000105,,North East
local,2021-03-16,6436,J06000105,,North East
local,2021-03-17,5960,J06000105,,North East
local,2021-03-18,11642,J06000105,,North East
local,2021-03-19,10492,J06000105,,North East
local,2021-03-20,12518,J06000105,,North East
local,2021-03-21,5110,J06000105,,North East
local,2021-03-22,5889,J06000105,,North East
local,2021-03-23,5979,J06000105,,North East
local,2021-03-24,7595,J06000105,,North East
local,2021-03-25,9451,J06000105,,North East
local,2021-03-26,6659,J06000105,,North East
local,2021-03-27,9491,J06000105,,North East
local,2021-03-28,5422,J06000105,,North East
local,2021-03-29,4858,J06000105,,North East
local,2021-03-30,6463,J06000105,,North East
local,2021-03-31,11607,J06000105,,North East
local,2021-04-01,11213,J06000105,,North East
local,2021-04-02,4606,J06000105,,North East
local,2021-04-03,2678,J06000105,,North East
local,2021-04-04,1788,J06000105,,North East
local,2021-04-05,1083,J06000105,,North East
local,2021-04-06,2975,J06000105,,North East
local,2021-04-07,6026,J06000105,,North East
local,2021-04-08,7673,J06000105,,North East
local,2021-04-09,9300,J06000105,,North East
local,2021-04-10,11773,J06000105,,North East
local,2021-04-11,3385,J06000105,,North East
local,2021-04-12,5149,J06000105,,North East
local,2021-04-13,5215,J06000105,,North East
local,2021-04-14,7134,J06000105,,North East
local,2021-04-15,9302,J06000105,,North East
local,2021-04-16,12951,J06000105,,North East
local,2021-04-17,10239,J06000105,,North East
local,2021-04-18,4324,J06000105,,North East
local,2021-04-19,5433,J06000105,,North East
local,2021-04-20,8122,J06000105,,North East
local,2021-04-21,9583,J06000105,,North East
local,2021-04-22,10163,J06000105,,North East
local,2021-04-23,10800,J06000105,,North East
local,2021-04-24,12988,J06000105,,North East
local,2021-04-25,6813,J06000105,,North East
local,2021-04-26,4311,J06000105,,North East
local,2021-04-27,6957,J06000105,,North East
local,2021-04-28,10258,J06000105,,North East
local,2021-04-29,11842,J06000105,,North East
local,2021-04-30,9771,J06000105,,North East
local,2021-05-01,9997,J06000105,,North East
local,2021-05-02,4179,J06000105,,North East
local,2021-05-03,2262,J06000105,,North East
local,2021-05-04,3794,J06000105,,North East
local,2021-05-05,7052,J06000105,,North East
local,2021-05-06,13959,J06000105,,North East
local,2021-05-07,15009,J06000105,,North East
local,2021-05-08,15905,J06000105,,North East
local,2021-05-09,12067,J06000105,,North East
local,2021-05-10,7729,J06000105,,North East
local,2021-05-11,12084,J06000105,,North East
local,2021-05-12,13501,J06000105,,North East
local,2021-05-13,11378,J06000105,,North East
local,2021-05-14,9436,J06000105,,North East
local,2021-05-15,10987,J06000105,,North East
local,2021-05-16,4189,J06000105,,North East
local,2021-05-17,4569,J06000105,,North East
local,2021-05-18,6105,J06000105,,North East
local,2021-05-19,10730,J06000105,,North East
local,2021-05-20,12436,J06000105,,North East
local,2021-05-21,12674,J06000105,,North East
local,2021-05-22,15237,J06000105,,North East
local,2021-05-23,7388,J06000105,,North East
local,2021-05-24,6693,J06000105,,North East
local,2021-05-25,8514,J06000105,,North East
local,2021-05-26,10136,J06000105,,North East
local,2021-05-27,11962,J06000105,,North East
local,2021-05-28,10933,J06000105,,North East
local,2021-05-29,11107,J06000105,,North East
local,2021-05-30,8620,J06000105,,North East
local,2021-05-31,3677,J06000105,,North East
local,2021-06-01,6827,J06000105,,North East
local,2021-06-02,5961,J06000105,,North East
local,2021-06-03,7945,J06000105,,North East
local,2021-06-04,8557,J06000105,,North East
local,2021-06-05,15328,J06000105,,North East
local,2021-06-06,6675,J06000105,,North East
local,2021-06-07,5391,J06000105,,North East
local,2021-06-08,5405,J06000105,,North East
local,2021-06-09,5893,J06000105,,North East
local,2021-06-10,5672,J06000105,,North East
local,2021-06-11,6332,J06000105,,North East
local,2021-06-12,7972,J06000105,,North East
local,2021-06-13,5125,J06000105,,North East
local,2021-06-14,4657,J06000105,,North East
local,2021-06-15,6130,J06000105,,North East
local,2021-06-16,5894,J06000105,,North East
local,2021-06-17,6026,J06000105,,North East
local,2021-06-18,7892,J06000105,,North East
local,2021-06-19,10231,J06000105,,North East
local,2021-06-20,4623,J06000105,,North East
local,2021-06-21,3675,J06000105,,North East
local,2021-06-22,5647,J06000105,,North East
local,2021-06-23,4082,J06000105,,North East
local,2021-06-24,4297,J06000105,,North East
local,2021-06-25,5419,J06000105,,North East
local,2021-06-26,6623,J06000105,,North East
local,2021-06-27,3456,J06000105,,North East
local,2021-06-28,2852,J06000105,,North East
local,2021-06-29,4026,J06000105,,North East
local,2021-06-30,3884,J06000105,,North East
local,2021-07-01,5527,J06000105,,North East
local,2021-07-02,4868,J06000105,,North East
local,2021-07-03,4777,J06000105,,North East
local,2021-07-04,3621,J06000105,,North East
local,2021-07-05,2214,J06000105,,North East
local,2021-07-06,3359,J06000105,,North East
local,2021-07-07,3280,J06000105,,North East
local,2021-07-08,4151,J06000105,,North East
local,2021-07-09,5687,J06000105,,North East
local,2021-07-10,5247,J06000105,,North East
local,2021-07-11,2357,J06000105,,North East
local,2021-07-12,2000,J06000105,,North East
local,2021-07-13,2928,J06000105,,North East
local,2021-07-14,2597,J06000105,,North East
local,2021-07-15,3730,J06000105,,North East
local,2021-07-16,3384,J06000105,,North East
local,2021-07-17,3974,J06000105,,North East
local,2021-07-18,2897,J06000105,,North East
local,2021-07-19,2206,J06000105,,North East
local,2021-07-20,2430,J06000105,,North East
local,2021-07-21,4193,J06000105,,North East
local,2021-07-22,4308,J06000105,,North East
local,2021-07-23,3500,J06000105,,North East
local,2021-07-24,3733,J06000105,,North East
local,2021-07-25,2291,J06000105,,North East
local,2021-07-26,2053,J06000105,,North East
local,2021-07-27,2028,J06000105,,North East
local,2021-07-28,2460,J06000105,,North East
local,2021-07-29,4160,J06000105,,North East
local,2021-07-30,3319,J06000105,,North East
local,2021-07-31,3783,J06000105,,North East
local,2021-08-01,2026,J06000105,,North East
local,2021-08-02,1454,J06000105,,North East
local,2021-08-03,1897,J06000105,,North East
local,2021-08-04,3477,J06000105,,North East
local,2021-08-05,3293,J06000105,,North East
local,2021-08-06,2758,J06000105,,North East
local,2021-08-07,4013,J06000105,,North East
local,2021-08-08,1987,J06000105,,North East
local,2021-08-09,2207,J06000105,,North East
local,2021-08-10,3000,J06000105,,North East
local,2021-08-11,3947,J06000105,,North East
local,2021-08-12,3338,J06000105,,North East
local,2021-08-13,3416,J06000105,,North East
local,2021-08-14,3477,J06000105,,North East
local,2021-08-15,2160,J06000105,,North East
local,2021-08-16,3141,J06000105,,North East
local,2021-08-17,2256,J06000105,,North East
local,2021-08-18,3481,J06000105,,North East
local,2021-08-19,2892,J06000105,,North East
local,2021-08-20,3467,J06000105,,North East
local,2021-08-21,5590,J06000105,,North East
local,2021-08-22,3763,J06000105,,North East
local,2021-08-23,2794,J06000105,,North East
local,2021-08-24,2618,J06000105,,North East
local,2021-08-25,4620,J06000105,,North East
local,2021-08-26,4003,J06000105,,North East
local,2021-08-27,3416,J06000105,,North East
local,2021-08-28,2418,J06000105,,North East
local,2021-08-29,1493,J06000105,,North East
local,2021-08-30,1607,J06000105,,North East
local,2021-08-31,2498,J06000105,,North East
local,2021-09-01,3240,J06000105,,North East
local,2021-09-02,3597,J06000105,,North East
local,2021-09-03,3380,J06000105,,North East
local,2021-09-04,2735,J06000105,,North East
local,2021-09-05,1861,J06000105,,North East
local,2021-09-06,1662,J06000105,,North East
local,2021-09-07,1964,J06000105,,North East
local,2021-09-08,2442,J06000105,,North East
local,2021-09-09,2600,J06000105,,North East
local,2021-09-10,2507,J06000105,,North East
local,2021-09-11,2875,J06000105,,North East
local,2021-09-12,1403,J06000105,,North East
local,2021-09-13,1369,J06000105,,North East
local,2021-09-14,1295,J06000105,,North East
local,2021-09-15,1591,J06000105,,North East
local,2021-09-16,1786,J06000105,,North East
local,2021-09-17,2319,J06000105,,North East
local,2021-09-18,1953,J06000105,,North East
local,2021-09-19,917,J06000105,,North East
local,2021-09-20,1136,J06000105,,North East
local,2021-09-21,893,J06000105,,North East
local,2021-09-22,1549,J06000105,,North East
local,2021-09-23,2551,J06000105,,North East
local,2021-09-24,2770,J06000105,,North East
local,2021-09-25,2571,J06000105,,North East
local,2021-09-26,1007,J06000105,,North East
local,2021-09-27,2169,J06000105,,North East
local,2021-09-28,1954,J06000105,,North East
local,2021-09-29,3111,J06000105,,North East
local,2021-09-30,3242,J06000105,,North East
local,2021-10-01,3114,J06000105,,North East
local,2021-10-02,3187,J06000105,,North East
local,2021-10-03,1989,J06000105,,North East
local,2021-10-04,2542,J06000105,,North East
local,2021-10-05,2557,J06000105,,North East
local,2021-10-06,3210,J06000105,,North East
local,2021-10-07,3477,J06000105,,North East
local,2021-10-08,2989,J06000105,,North East
local,2021-10-09,3931,J06000105,,North East
local,2021-10-10,1573,J06000105,,North East
local,2021-10-11,2261,J06000105,,North East
local,2021-10-12,2313,J06000105,,North East
local,2021-10-13,2779,J06000105,,North East
local,2021-10-14,3494,J06000105,,North East
local,2021-10-15,3225,J06000105,,North East
local,2021-10-16,4680,J06000105,,North East
local,2021-10-17,1187,J06000105,,North East
local,2021-10-18,2380,J06000105,,North East
local,2021-10-19,2940,J06000105,,North East
local,2021-10-20,3849,J06000105,,North East
local,2021-10-21,4598,J06000105,,North East
local,2021-10-22,3706,J06000105,,North East
local,2021-10-23,4032,J06000105,,North East
local,2021-10-24,1850,J06000105,,North East
local,2021-10-25,2618,J06000105,,North East
local,2021-10-26,2978,J06000105,,North East
local,2021-10-27,4272,J06000105,,North East
local,2021-10-28,4115,J06000105,,North East
local,2021-10-29,3014,J06000105,,North East
local,2021-10-30,4041,J06000105,,North East
local,2021-10-31,2517,J06000105,,North East
local,2021-11-01,3436,J06000105,,North East
local,2021-11-02,3829,J06000105,,North East
local,2021-11-03,4614,J06000105,,North East
local,2021-11-04,4552,J06000105,,North East
local,2021-11-05,3704,J06000105,,North East
local,2021-11-06,5018,J06000105,,North East
local,2021-11-07,3279,J06000105,,North East
local,2021-11-08,3979,J06000105,,North East
local,2021-11-09,3607,J06000105,,North East
local,2021-11-10,5066,J06000105,,North East
local,2021-11-11,5251,J06000105,,North East
local,2021-11-12,4027,J06000105,,North East
local,2021-11-13,5568,J06000105,,North East
local,2021-11-14,3014,J06000105,,North East
local,2021-11-15,3637,J06000105,,North East
local,2021-11-16,3639,J06000105,,North East
local,2021-11-17,4613,J06000105,,North East
local,2021-11-18,3706,J06000105,,North East
local,2021-11-19,4423,J06000105,,North East
local,2021-11-20,4376,J06000105,,North East
local,2021-11-21,2892,J06000105,,North East
local,2021-11-22,3984,J06000105,,North East
local,2021-11-23,3896,J06000105,,North East
local,2021-11-24,4331,J06000105,,North East
local,2021-11-25,5087,J06000105,,North East
local,2021-11-26,5072,J06000105,,North East
local,2021-11-27,5607,J06000105,,North East
local,2021-11-28,3804,J06000105,,North East
local,2021-11-29,3340,J06000105,,North East
local,2021-11-30,5484,J06000105,,North East
local,2021-12-01,5534,J06000105,,North East
local,2021-12-02,5569,J06000105,,North East
local,2021-12-03,3964,J06000105,,North East
local,2021-12-04,5331,J06000105,,North East
local,2021-12-05,3415,J06000105,,North East
local,2021-12-06,3816,J06000105,,North East
local,2021-12-07,3965,J06000105,,North East
local,2021-12-08,5303,J06000105,,North East
local,2021-12-09,5795,J06000105,,North East
local,2021-12-10,5419,J06000105,,North East
local,2021-12-11,5801,J06000105,,North East
local,2021-12-12,5014,J06000105,,North East
local,2021-12-13,5493,J06000105,,North East
local,2021-12-14,7618,J06000105,,North East
local,2021-12-15,8623,J06000105,,North East
local,2021-12-16,11328,J06000105,,North East
local,2021-12-17,8465,J06000105,,North East
local,2021-12-18,9090,J06000105,,North East
local,2021-12-19,10950,J06000105,,North East
local,2021-12-20,9132,J06000105,,North East
local,2021-12-21,12077,J06000105,,North East
local,2021-12-22,10259,J06000105,,North East
local,2021-12-23,6513,J06000105,,North East
local,2021-12-24,1262,J06000105,,North East
local,2021-12-25,4,J06000105,,North East
local,2021-12-26,37,J06000105,,North East
local,2021-12-27,1889,J06000105,,North East
local,2021-12-28,4685,J06000105,,North East
local,2021-12-29,5009,J06000105,,North East
local,2021-12-30,5534,J06000105,,North East
local,2021-12-31,1847,J06000105,,North East
local,2022-01-01,77,J06000105,,North East
local,2022-01-02,2130,J06000105,,North East
local,2022-01-03,2435,J06000105,,North East
local,2022-01-04,2405,J06000105,,North East
local,2022-01-05,3802,J06000105,,North East
local,2022-01-06,2963,J06000105,,North East
local,2022-01-07,2760,J06000105,,North East
local,2022-01-08,2779,J06000105,,North East
local,2022-01-09,2143,J06000105,,North East
local,2022-01-10,1582,J06000105,,North East
local,2022-01-11,1239,J06000105,,North East
local,2022-01-12,1756,J06000105,,North East
local,2022-01-13,1425,J06000105,,North East
local,2022-01-14,1561,J06000105,,North East
local,2022-01-15,1375,J06000105,,North East
local,2022-01-16,962,J06000105,,North East
local,2022-01-17,840,J06000105,,North East
local,2022-01-18,1020,J06000105,,North East
local,2022-01-19,1304,J06000105,,North East
local,2022-01-20,1275,J06000105,,North East
local,2022-01-21,1287,J06000105,,North East
local,2022-01-22,1360,J06000105,,North East
local,2022-01-23,1174,J06000105,,North East
local,2022-01-24,777,J06000105,,North East
local,2022-01-25,691,J06000105,,North East
local,2022-01-26,1344,J06000105,,North East
local,2022-01-27,1014,J06000105,,North East
local,2022-01-28,1220,J06000105,,North East
local,2022-01-29,1046,J06000105,,North East
local,2022-01-30,913,J06000105,,North East
local,2022-01-31,735,J06000105,,North East
local,2022-02-01,466,J06000105,,North East
local,2022-02-02,1270,J06000105,,North East
local,2022-02-03,905,J06000105,,North East
local,2022-02-04,667,J06000105,,North East
local,2022-02-05,1033,J06000105,,North East
local,2022-02-06,628,J06000105,,North East
local,2022-02-07,462,J06000105,,North East
local,2022-02-08,1027,J06000105,,North East
local,2022-02-09,562,J06000105,,North East
local,2022-02-10,1003,J06000105,,North East
local,2022-02-11,743,J06000105,,North East
local,2022-02-12,601,J06000105,,North East
local,2022-02-13,497,J06000105,,North East
local,2022-02-14,669,J06000105,,North East
local,2022-02-15,714,J06000105,,North East
local,2022-02-16,734,J06000105,,North East
local,2022-02-17,568,J06000105,,North East
local,2022-02-18,440,J06000105,,North East
local,2022-02-19,542,J06000105,,North East
local,2022-02-20,292,J06000105,,North East
local,2022-02-21,391,J06000105,,North East
local,2022-02-22,338,J06000105,,North East
local,2022-02-23,611,J06000105,,North East
local,2022-02-24,642,J06000105,,North East
local,2022-02-25,407,J06000105,,North East
local,2022-02-26,336,J06000105,,North East
local,2022-02-27,304,J06000105,,North East
local,2022-02-28,379,J06000105,,North East
local,2022-03-01,256,J06000105,,North East
local,2022-03-02,393,J06000105,,North East
local,2022-03-03,709,J06000105,,North East
local,2022-03-04,506,J06000105,,North East
local,2022-03-05,349,J06000105,,North East
local,2022-03-06,293,J06000105,,North East
local,2022-03-07,269,J06000105,,North East
local,2020-12-08,363,J06000106,,North East
local,2020-12-09,232,J06000106,,North East
local,2020-12-10,237,J06000106,,North East
local,2020-12-11,206,J06000106,,North East
local,2020-12-12,142,J06000106,,North East
local,2020-12-13,257,J06000106,,North East
local,2020-12-14,274,J06000106,,North East
local,2020-12-15,817,J06000106,,North East
local,2020-12-16,833,J06000106,,North East
local,2020-12-17,1045,J06000106,,North East
local,2020-12-18,930,J06000106,,North East
local,2020-12-19,928,J06000106,,North East
local,2020-12-20,814,J06000106,,North East
local,2020-12-21,233,J06000106,,North East
local,2020-12-22,655,J06000106,,North East
local,2020-12-23,983,J06000106,,North East
local,2020-12-24,500,J06000106,,North East
local,2020-12-25,0,J06000106,,North East
local,2020-12-26,2,J06000106,,North East
local,2020-12-27,320,J06000106,,North East
local,2020-12-28,272,J06000106,,North East
local,2020-12-29,2046,J06000106,,North East
local,2020-12-30,2419,J06000106,,North East
local,2020-12-31,2565,J06000106,,North East
local,2021-01-01,698,J06000106,,North East
local,2021-01-02,793,J06000106,,North East
local,2021-01-03,720,J06000106,,North East
local,2021-01-04,1226,J06000106,,North East
local,2021-01-05,2550,J06000106,,North East
local,2021-01-06,2906,J06000106,,North East
local,2021-01-07,4638,J06000106,,North East
local,2021-01-08,5042,J06000106,,North East
local,2021-01-09,4115,J06000106,,North East
local,2021-01-10,2547,J06000106,,North East
local,2021-01-11,1554,J06000106,,North East
local,2021-01-12,1614,J06000106,,North East
local,2021-01-13,2756,J06000106,,North East
local,2021-01-14,3170,J06000106,,North East
local,2021-01-15,2876,J06000106,,North East
local,2021-01-16,2414,J06000106,,North East
local,2021-01-17,1682,J06000106,,North East
local,2021-01-18,1422,J06000106,,North East
local,2021-01-19,2614,J06000106,,North East
local,2021-01-20,2297,J06000106,,North East
local,2021-01-21,3486,J06000106,,North East
local,2021-01-22,4475,J06000106,,North East
local,2021-01-23,3162,J06000106,,North East
local,2021-01-24,1884,J06000106,,North East
local,2021-01-25,1544,J06000106,,North East
local,2021-01-26,2491,J06000106,,North East
local,2021-01-27,2272,J06000106,,North East
