start_date,end_date,geography,geography_code,file_name,level,lower_age_limit,publication_date,proportion_pos,proportion_pos_low_95,proportion_pos_high_95
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,2,2020-10-02,3e-4,1e-4,9e-4
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,11,2020-10-02,2e-4,1e-4,7e-4
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,16,2020-10-02,4e-4,1e-4,0.0011
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,25,2020-10-02,5e-4,2e-4,0.0012
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,35,2020-10-02,3e-4,1e-4,7e-4
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,50,2020-10-02,2e-4,1e-4,4e-4
2020-08-14,2020-08-14,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,70,2020-10-02,2e-4,1e-4,4e-4
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,2,2020-10-02,4e-4,1e-4,0.001
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,11,2020-10-02,2e-4,1e-4,7e-4
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,16,2020-10-02,4e-4,1e-4,0.0012
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,25,2020-10-02,5e-4,2e-4,0.0012
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,35,2020-10-02,3e-4,1e-4,7e-4
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,50,2020-10-02,2e-4,1e-4,4e-4
2020-08-15,2020-08-15,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,70,2020-10-02,2e-4,1e-4,4e-4
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,2,2020-10-02,4e-4,1e-4,0.001
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,11,2020-10-02,2e-4,1e-4,7e-4
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,16,2020-10-02,4e-4,1e-4,0.0012
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,25,2020-10-02,5e-4,2e-4,0.0013
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,35,2020-10-02,3e-4,1e-4,7e-4
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,50,2020-10-02,2e-4,1e-4,4e-4
2020-08-16,2020-08-16,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,70,2020-10-02,2e-4,1e-4,4e-4
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,2,2020-10-02,4e-4,2e-4,0.0011
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,11,2020-10-02,2e-4,1e-4,7e-4
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,16,2020-10-02,5e-4,2e-4,0.0013
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,25,2020-10-02,6e-4,2e-4,0.0013
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,35,2020-10-02,3e-4,1e-4,7e-4
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,50,2020-10-02,2e-4,1e-4,4e-4
2020-08-17,2020-08-17,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,70,2020-10-02,2e-4,1e-4,4e-4
2020-08-18,2020-08-18,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,2,2020-10-02,4e-4,2e-4,0.0011
2020-08-18,2020-08-18,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,11,2020-10-02,2e-4,1e-4,7e-4
2020-08-18,2020-08-18,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,16,2020-10-02,5e-4,2e-4,0.0013
2020-08-18,2020-08-18,England,E92000001,/home/vscode/inc2prev/data-raw/cis/covid19infectionsurveydatasets20201002.xlsx,age_school,25,2020-10-02,6e-4,2e-4,0.0013
