name,index,date,variable,level,population,5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%
est_prev,1,2021-11-08,delta_variant_compatible|East Midlands,variant_regional,4865583,1.5540635,1.613056,1.6589005,1.693428,1.7223725,1.753513,1.777471,1.801896,1.8259475,1.847205,1.867287,1.891856,1.915107,1.940523,1.9707375,2.000712,2.0306605,2.077039,2.141694
est_prev,2,2021-11-09,delta_variant_compatible|East Midlands,variant_regional,4865583,1.62429,1.694067,1.7428285,1.779268,1.8072975,1.833831,1.8583195,1.882414,1.9057255,1.93132,1.9537645,1.971832,1.9919745,2.01448,2.0411525,2.070066,2.105108,2.155475,2.214743
est_prev,3,2021-11-10,delta_variant_compatible|East Midlands,variant_regional,4865583,1.6777835,1.75523,1.800527,1.835394,1.8628925,1.886189,1.909495,1.93458,1.9587265,1.98213,2.002946,2.024898,2.047714,2.073623,2.1030125,2.13141,2.1684345,2.217917,2.2883215
est_prev,4,2021-11-11,delta_variant_compatible|East Midlands,variant_regional,4865583,1.7321615,1.813327,1.852842,1.887868,1.91237,1.935829,1.96094,1.98749,2.007375,2.030405,2.056289,2.07797,2.1028655,2.129103,2.1525375,2.180978,2.206105,2.249373,2.320299
est_prev,5,2021-11-12,delta_variant_compatible|East Midlands,variant_regional,4865583,1.779276,1.845297,1.884646,1.917158,1.941495,1.967134,1.9901365,2.012938,2.033608,2.054015,2.080991,2.102464,2.129304,2.158201,2.18309,2.211494,2.246263,2.280995,2.34639
est_prev,6,2021-11-13,delta_variant_compatible|East Midlands,variant_regional,4865583,1.806714,1.872919,1.9162995,1.947476,1.9775975,2.006215,2.0276105,2.049056,2.070111,2.09202,2.114397,2.13689,2.1600435,2.181285,2.20819,2.2335,2.2673905,2.308734,2.3617265
est_prev,7,2021-11-14,delta_variant_compatible|East Midlands,variant_regional,4865583,1.818532,1.876866,1.9153765,1.94771,1.98083,2.00534,2.0314145,2.05422,2.073879,2.09585,2.114548,2.136684,2.156276,2.178041,2.2012275,2.231694,2.2612285,2.307193,2.360129
est_prev,8,2021-11-15,delta_variant_compatible|East Midlands,variant_regional,4865583,1.82657,1.890026,1.933626,1.962786,1.9878175,2.009758,2.031262,2.050992,2.0717675,2.09181,2.114674,2.135346,2.160221,2.183668,2.2073975,2.23234,2.2633145,2.301198,2.372323
est_prev,9,2021-11-16,delta_variant_compatible|East Midlands,variant_regional,4865583,1.809445,1.868563,1.9070515,1.942378,1.9681725,1.993071,2.0180415,2.043702,2.063147,2.08663,2.108336,2.130058,2.1542065,2.182473,2.20502,2.232386,2.2634285,2.310754,2.3702065
est_prev,10,2021-11-17,delta_variant_compatible|East Midlands,variant_regional,4865583,1.789338,1.852101,1.89307,1.926236,1.958905,1.988421,2.010679,2.028818,2.049386,2.070275,2.094382,2.117902,2.138101,2.163841,2.19448,2.221378,2.2551745,2.301191,2.3583215
est_prev,11,2021-11-18,delta_variant_compatible|East Midlands,variant_regional,4865583,1.748995,1.815767,1.865576,1.895458,1.9262825,1.95579,1.9807815,2.00547,2.0296835,2.06057,2.082738,2.103022,2.124592,2.149482,2.176,2.208626,2.244175,2.285695,2.345608
est_prev,12,2021-11-19,delta_variant_compatible|East Midlands,variant_regional,4865583,1.709755,1.791238,1.8349175,1.865046,1.89792,1.925665,1.949677,1.975528,2.0007405,2.02105,2.038456,2.061204,2.087277,2.112472,2.138185,2.171766,2.207207,2.252508,2.31592
